ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
18045,Yes,"Base Metals, Loch Lomond Area, Cape Breton and Richmond Counties, Nova Scotia. Report on Diamond Drilling Carried out on EL 1080, 1289, 1107 ....]","Black, D L, Metall Mining Corporation",Assessment Report ME 1995-027,1995,129 page(s),6 map(s),"drillhole location, scale: 1:33000; grid location, scale: 1:33000; licence location, scale: 1:93000",andesites; base metals; Big Glen Fm; carbonates; Carboniferous; celestite; chemical analyses; coal seams; conglomerates; core samples; diorites; dolomites; drill core geochemistry; drillhole logs; drillhole sections; drillholes; Enon Fm; evaporites; faults; galena; geochemistry; gypsum; lead; Lennox Passage Fault; limestones; Loch Lomond Basin; Loch Lomond Fm; MacKeigan Lake Fm; metallic minerals; mineralization; mudstones; pyrite; red beds; Salmon River Fm; salt; sandstones; sediments; siltstones; Silver Mine Fm; solution collapse breccias; sphalerite; Uist Fm; Windsor Gp; zinc,Cape Breton County; Cape Breton Island; Loch Lomond; Richmond County,"11F/15A - Tract(s)28-30, 43-45, 50-53, 69-70",Exploration Licence 01080; Exploration Licence 01107; Exploration Licence 01289,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18078,Yes,"Coal, Kemptown Area, Colchester County, Nova Scotia. A Geological Report for the Kemptown Coal Project, Special Licence No. 2/94","Peach, A R, Allister Peach Geo-Consulting Limited;Shupe, D",Assessment Report ME 1995-060,1995,14 page(s),4 map(s),"geological, scale: 1:10000; licence location, scale: 1:50000",Carboniferous; coal; coal seams; Debert-Kemptown Basin; drillhole sections; faults; folds; fossil fuels; fossil plants; geological mapping; mineral exploration history; mudstones; sandstones; sedimentary basins; sediments; shales; siltstones; stratigraphy; structural geology; trenches,Colchester County; Kemptown,11E/06D - Tract(s)68-69,Special Licence 2/94,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18106,Yes,"Coal, Springhill Area, Cumberland County, Nova Scotia. Report on Review of Previous Drilling, Geological and Stratigraphic Modelling, a Preliminary Mine Evaluation Study, Delineation of Coal Reserve Areas, and a Washplant Test [Springhill Coal Mines Limited Assessment Work Report, Special License Nos. 1/93 & 1/94, February, 1996 (Revised)]","James, C S, Springhill Coal Mines Limited;Allister Peach Geo-Consulting Limited;Amirault, J A",Assessment Report ME 1995-088,1995,40 page(s),12 map(s),"coal resources location, scale: 1:40000; geological, scale: 1:50000; licence location, scale: 1:30000; structure contour, scale: 1:25000","analyses; ash; bituminous coal; Black River Diapir; Carboniferous; coal; coal blending; coal mining; coal resources; coal seams; coal tests; cross-sections; Cumberland Basin; diapirs; drillholes; faults, normal; fossil fuels; Golden Seam; Harrison Seam; isopachs; McCarthy Seam; methane; mudrocks; No 1 Seam; No 2 Seam; No 3 Seam; No 6 Seam; No 7 Seam; ore reserves; Rodney Seam; sandstones; shales; siltstones; Springhill Anticline; Springhill Mine; Springhill Mines Fm; stratigraphic columns; stratigraphic models; stratigraphy; subsidence; sulphur",Cumberland County; Springhill; Springhill Coalfield,"21H/09A - Tract(s)99-101; 21H/09D - Tract(s)2-5, 20-21, 28, 45",Special Licence 1/93; Special Licence 3/94,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18126,Yes,Active Mines Map of Nova Scotia [1:1 000 000],"MacLellan, I M, Nova Scotia Department of Natural Resources",Open File Map ME 1996-001,1996,0 page(s),1 map(s),"mine site location, scale: 1:1000000",anhydrite; barite; clays; coal; crushed stones; dolomites; fossil fuels; gravels; gypsum; industrial minerals; lead; limestones; metallic minerals; mines; peat; peat moss; quarries; salt; sands; shales; silica sands; slag; strip mining; underground mining; zinc,Nova Scotia,,,,OFM ME 1996-001 supersedes OFM ME 1993-012,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-59 30 00 / 43 15 00; -66 30 00 / 43 15 00; -66 30 00 / 47 15 00; -59 30 00 / 47 15 00,,,
18160,Yes,"Coal, Cottam Settlement [Debert area], Colchester County, Nova Scotia. Report on Geological Compilation, Geological Mapping, Drilling and Drill Core Chemical Analyses, and Magnetic, VLF-EM and EM Surveys","Berichan Resources Limited;Allister Peach Geo-Consulting Limited;Cullen, M P",Assessment Report ME 1996-005,1996,139 page(s),11 map(s),"drillhole location, scale: 1:4000; EM lines location, scale: 1:4000; geological, scale: 1:2500; magnetic, ground, scale: 1:7500; property location, scale: 1:250000; VLF-EM, ground, scale: 1:7500","ash; bituminous coal; Carboniferous; chemical analyses; coal; coal seams; core samples; cross-sections; Debert River Syncline; Debert-Kemptown Basin; Delaney Fm; drillhole logs; drillhole sections; drillholes; drilling; drilling, auger; EM profiles; EM surveys, ground; faults; fossil fuels; geochemistry; geological compilation; geological mapping; geophysical interpretations; geophysics; Kemptown Mine; magnetic surveys, ground; mudstones; overburden; overburden drilling; overburden thickness; red beds; resources; sandstones; shales; siltstones; sulphur; synclines; tills; VLF-EM surveys, ground; West Branch Mbr",Colchester County; Cottam Settlement; Debert,"11E/06C - Tract(s)86-89, 104-107; 11E/06D - Tract(s)70-71, 74-76",Special Licence 1/94,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18185,Yes,"Geology of the Foord Seam and Associated Strata in the Area of the Stellarton Pit Mine, Pictou Coalfield, Stellarton Basin, Nova Scotia","Gillis, K S, Nova Scotia Department of Natural Resources;Naylor, R D, Nova Scotia Department of Natural Resources;Waldron, J W F, Saint Mary's University",Open File Report ME 1996-005,1996,23 page(s),5 map(s),"coal ash contour, scale: 1:5400; coal seam location, scale: 1:5000; drillhole location, scale: 1:5000; geological, scale: 1:84000; open pit geology, scale: 1:5000",Acadia No 7 Fault; Albion Mbr; Alma Fault; Bye Pit; Cage Pit; Cage Seam; Carboniferous; coal; coal analyses; coal ash; coal balls; Coal Brook Mbr; coal quality; coal resources; coal seams; Cobequid Fault; concretions; correlation sections; correlations; Dalhousie Pit; deltaic deposits; depositional environment; drillholes; faults; folds; Foord Seam; fossil fuels; Foster Pit; histograms; Hollow Fault; lacustrine deposits; lithology; McGregor Seam; McLeod Seam; mineral exploration history; mining history; mining methods; mudrocks; New Seam; Norah Seam; Oil Coal Seam; ore reserves; photographs; Plymouth Fault; Plymouth Mbr; sandstones; sedimentology; shales; siderite; siltstones; Skinner Brook Mbr; Stellarton Basin; Stellarton Fm; Stellarton Open Pit Mine; Store Pit; stratigraphy; structural geology; Third Seam; Thorburn Mbr; Westray Test Pit; Westville Mbr; Wimpey Pit,Pictou Coalfield; Pictou County; Stellarton,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18189,No,Energy Branch,Nova Scotia Department of Natural Resources,Annual Report 1994/095,1996,17-23,0 map(s),,coal; coalbed methane; Cohasset Oilfield; fossil fuels; gas; oil; Panuke Oilfield; petroleum,Nova Scotia; Offshore; Pictou Coalfield; Sydney Coalfield,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Annual Report for the fiscal year ending March 31, 1995; 85 page(s)",,
18231,Yes,Take Advantage of Mineral Exploration and Development in Nova Scotia,Nova Scotia Department of Natural Resources,Information Circular ME 045,1996,4 page(s),2 map(s),"index map, scale: N/A; mineral products destination location, scale: N/A","aggregates; antimony; barite; base metals; building stones; carbonate-hosted deposits; clays; coal; coal mining; coalbed methane; cobalt; Cobequid-Chedabucto Fault; copper; dimension stones; dolomites; drill core storage; economic geology; engineering geology; fossil fuels; geochemistry; geographic information systems; geological mapping; gold; granite-hosted deposits; gypsum; industrial minerals; iron; kaolin; kaolinite; land use planning; lead; limestones; manganese; Meguma Gp; metallic minerals; mineral deposits; mineral development; mineral exploration; mineral exploration promotion; mineral policy; mines; mining history; nickel; peat; photographs; placer deposits, paleo; precious metals; quartz veins; red bed copper deposits; salt; sandstone-hosted deposits; silica sands; silver; skarns; stratabound deposits; sulphides; tin; volcanogenic massive sulphide deposits; zinc",Nova Scotia,,,,Out of print.,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18238,Yes,Geology and Mineral Deposits of Nova Scotia,"Donohoe, H V, Jr, Nova Scotia Department of Natural Resources",Information Circular ME 052,1996,2 page(s),1 map(s),"geological, scale: 1:3000000; mineral deposit location, scale: 1:3000000","aggregates; ankerite; antimony; Aspy Terrane; Avalon Terrane; barite; base metals; Blair River Complex; Bras d'Or Terrane; Cambrian; Canfield Creek Deposit; Carboniferous; celestite; clays; coal; cobalt; Cobequid-Chedabucto Fault; copper; Copper Lake Deposit; Cretaceous; Devonian; dimension stones; dolomites; Duck Pond Deposit; East Kemptville Deposit; faults; fossil fuels; Gays River Deposit; geological history; gold; granite-hosted deposits; granites; greisen; gypsum; Horton Gp; industrial minerals; Jubilee Deposit; kaolin; kupferschiefer type deposits; Lake Ainslie Deposit; lead; Lime Hill Deposit; limestones; Loch Lomond Deposit; Londonderry Deposit; mafic rocks; massive sulphides; Meat Cove Deposit; Meguma Gp; Meguma Terrane; metallic minerals; metallogeny; mineral deposits; Mira Terrane; Mississippi Valley type deposits; molybdenum; nickel; Ordovician; placer deposits, paleo; porphyries; potash; Precambrian; quartz veins; quartzites; red bed copper deposits; saddle reefs; salt; sandstone-hosted deposits; shear zones; siderite; silica sands; Silurian; silver; skarns; South Mountain Batholith; Stirling Deposit; stratabound deposits; tungsten; ultramafic rocks; volcanogenic massive sulphide deposits; Walton Deposit; White Rock Fm; Windsor Gp; Yava Deposit; zinc",Nova Scotia,,,,Paper copy free.,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18310,Yes,"Base Metals, Meadowville, Pictou County, Nova Scotia. Report on Drilling, and Drill Core Geochemistry [Report of Work Performed, .... EL. 00974]","Rankin, L D;Mispec Resources Incorporated",Assessment Report ME 1997-041,1997,39 page(s),5 map(s),"drillhole location, scale: 1:31680; geological, scale: 1:31680; licence location, scale: 1:31680",base metals; Boss Point Fm; Carboniferous; channel deposits; chemical analyses; clastic rocks; coal; conglomerates; copper; cross-laminations; cross-sections; drill core geochemistry; drillhole logs; drillhole sections; drillholes; faults; fluvial deposits; galena; geochemistry; lead; limestones; metallic minerals; Millsville Fm; mineral exploration history; mudstones; overbank deposits; pyrite; Riversdale Gp; sandstones; siltstones; sulphides; zinc,Meadowville; Pictou County,11E/10C - Tract(s)57-58,Exploration Licence 00974,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18386,No,Drilling Logs of Government Core Drills 1982,"MacDougall, I, Nova Scotia Department of Mines and Energy;Polley, D E, Nova Scotia Department of Mines and Energy",Report ME 1983-003,1983,42 page(s),9 map(s),"drillhole location, scale: 1:44000",anhydrite; clays; coal; drillhole logs; drillholes; fossil fuels; gypsum; industrial minerals; metallic minerals; quartzites; sands; sandstones; shales; siltstones,Big Brook; Broughton; Cape Breton County; Cape Breton Island; Cumberland County; Diogenes Brook; Glace Bay; Guysborough County; Halifax County; Inverness County; Middle Musquodoboit; Reserve Mines; Springhill; Wine Harbour,11E/03A; 11F/04B; 11F/14A; 11F/14C; 11J/04B; 11J/04C; 11K/01A; 11K/01D; 21H/09A; 21H/09D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18387,Yes,"Geology of the Cumberland Basin, Cumberland, Colchester and Pictou Counties, Nova Scotia","Ryan, R J, Nova Scotia Department of Natural Resources;Boehner, R C, Nova Scotia Department of Natural Resources",Memoir ME 010,1994,222 page(s),30 map(s),"geochemical compilation, scale: 1:900000; geological, scale: 1:50000; mineral occurrence location, scale: 1:900000; paleogeographical, scale: 1:20000000; structural, scale: 1:900000; study area location, scale: 1:5000000","Algae; alluvial deposits; Amherst Syncline; anhydrite; Annelids; anticlines; arsenopyrite; Arthropods; Athol Syncline; barite; basin evolution; block diagrams; bornite; Brachiopods; building stones; Canfield Creek Deposit; Canso Gp; Carboniferous; cassiterite; celestite; chalcocite; Claremont Anticline; coal; coalbed methane; Cobequid Fault System; conglomerates; copper; covellite; cross-sections; Cumberland Basin; Cumberland Gp; depositional environment; diapirs; digenite; Diplichnites; dolomites; domes; Donaldson Mill Brook Prospect; drillholes; evaporites; faults; fission tracks; fluvial deposits; folds; fossil distribution charts; fossil fuels; gas; Gastropods; geochemical graphs; geochronology; gold; gypsum; histograms; Horton Gp; ichnology; industrial minerals; kupferschiefer type deposits; lacustrine deposits; lead; Limekiln Brook Fm; limestones; lithofacies; lithology; Mabou Gp; malachite; manganese; metallic minerals; mineral exploration models; mineral occurrences; mineral potential; mineralization; Minudie Anticline; models; mudrocks; oil; oil shales; ore deposits models; Ostracods; paleobotany; paleocurrents; paleontology; palynology; Pelecypods; Permian; petroleum; photographs; Pictou Gp; placer deposits, paleo; potash; Pugwash Mine Fm; pyrite; red bed copper deposits; red beds; rock geochemistry; rose diagrams; salt; sandstone-hosted deposits; sandstones; Scotsburn Brook Prospect; Scotsburn Syncline; sediment dispersal; sedimentary basins; sedimentary rocks; sedimentology; shale-hosted deposits; silver; sketches; solution front deposits; sphalerite; stratigraphic charts; stratigraphic sections; stratigraphic units; stratigraphy; stream sediment geochemistry; structural geology; structural history; sulphur; sulphur isotope composition; Tatamagouche Syncline; tectonic history; tectonics; thermal history; till geochemistry; tin; trace fossils; tungsten; type sections; uranium; Vertebrates; vitrinite reflectance; Wallace Syncline; Windsor Gp; wolframite",Colchester County; Cumberland Basin; Cumberland County; Joggins-Chignecto Coalfield; Pictou County; Springhill Coalfield,11E/10; 11E/11; 11E/12; 11E/13; 11E/14A; 11E/14B; 11E/15A; 11E/15B; 21H/07; 21H/08; 21H/09; 21H/10; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
18431,No,Geological Setting of Industrial Mineral Deposits in the Maritime Provinces of Eastern Canada,"Ryan, R J, Nova Scotia Department of Natural Resources",Contribution Series ME 1995-002,1995,14,6 map(s),"geological, scale: 1:5556000; industrial mineral location, scale: 1:5556000","aggregates; anhydrite; Antigonish Highlands; barite; basalts; breccias; building stones; Caledonian Highlands; carnallite; celestite; Cenozoic; chalcopyrite; clastic rocks; coal; Cobequid Highlands; conglomerates; Cumberland Gp; diorites; dolostones; drumlins; eskers; fireclays; fluorite; fluviolacustrine deposits; gabbros; George River Gp; glaciofluvial deposits; glaciolacustrine deposits; glaciomarine deposits; gneisses; granites; gypsum; Horton Gp; industrial minerals; kames; kaolinitic clays; lignites; limestones; limonite; Mabou Gp; malachite; marbles; Maritimes Basin; McInnis Deposit; Mesozoic; meta-arenites; metallic minerals; mineralization; moraines; mudrocks; Paleozoic; peat; petrology; Pictou Gp; potash; Precambrian; pyrite; quartzites; red beds; regional geology; salt; sandstones; shales; siderite; silica sands; slates; stratigraphic sections; sulphur; surficial geology/geomorphology; sylvite; Trout Brook Occurrence; Upper Brookfield Deposit; volcanic rocks, felsic; volcanic rocks, mafic; Walton Deposit; Windsor Gp",Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Proceedings: 30th Forum on the Geology of Industrial Minerals (1994), edited by S. A. A. Merlini, New Brunswick Department of Natural Resources, Miscellaneous Report 16, p. 180-193, 1995",,
18432,No,The thermal evolution and timing of hydrocarbon generation in the Maritimes Basin of eastern Canada: evidence from apatite fission track Data,"Grist, A M, Dalhousie University;Ryan, R J, Nova Scotia Department of Natural Resources;Zentilli, M, Dalhousie University",Contribution Series ME 1995-003,1995,12,1 map(s),"study area location, scale: 1:6820000","age dates; annealing; apatite; Beaton Point F-70 [Hudsons Bay] Well, Offe; Bradelle L-49 [Shell/Soquip/Amoco] Well, Offe; Cablehead E-95 [Irving et al] Well, Offe; carbonates; Carboniferous; clastic rocks; coal; coal ranks; coalbed methane; cross-sections; Cumberland Gp; diagenesis; drill core; East Point E-49 [Hudsons Bay/Fina] Well, Offe; etching; evaporites; fanglomerates; fission track dating; floodplain deposits; flow rates; fossil fuels; geochronology; graphs; heavy liquid separation; histograms; hydrocarbons; lacustrine deposits; Mabou Gp; magnetic separation; Maritimes Basin; models; North Sydney F-24 [Shell] Well, Offe; North Sydney P-05 [Murphy] Well, Offe; oil seeps; Permian; Pictou Gp; red beds; regional geology; sandstones; stratigraphic columns; thermal history; time-temperature graphs; vitrinite reflectance; Windsor Gp",Offshore,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Bulletin Canadian Petroleum Geology, v. 43, p. 144-155",,
